val_loss,train_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
185.12847900390625,194.9012713623047,1733386433,,False,1,c40d5_00011,2024-12-05_02-13-53,5.811976432800293,5.811976432800293,3212505,gpua008.delta.ncsa.illinois.edu,141.142.254.8,5.811976432800293,1
180.0458984375,187.72841674804687,1733386436,,False,2,c40d5_00011,2024-12-05_02-13-56,3.554760456085205,9.366736888885498,3212505,gpua008.delta.ncsa.illinois.edu,141.142.254.8,9.366736888885498,2
174.7982635498047,182.4358044433594,1733386440,,False,3,c40d5_00011,2024-12-05_02-14-00,3.6708033084869385,13.037540197372437,3212505,gpua008.delta.ncsa.illinois.edu,141.142.254.8,13.037540197372437,3
169.2036895751953,177.23360595703124,1733386444,,False,4,c40d5_00011,2024-12-05_02-14-04,3.6130034923553467,16.650543689727783,3212505,gpua008.delta.ncsa.illinois.edu,141.142.254.8,16.650543689727783,4
161.14089965820312,171.62559265136719,1733386447,,False,5,c40d5_00011,2024-12-05_02-14-07,3.723339557647705,20.37388324737549,3212505,gpua008.delta.ncsa.illinois.edu,141.142.254.8,20.37388324737549,5
153.81427001953125,165.3642727661133,1733386451,,False,6,c40d5_00011,2024-12-05_02-14-11,3.6822619438171387,24.056145191192627,3212505,gpua008.delta.ncsa.illinois.edu,141.142.254.8,24.056145191192627,6
147.1513671875,158.46801361083985,1733386455,,False,7,c40d5_00011,2024-12-05_02-14-15,3.7955703735351562,27.851715564727783,3212505,gpua008.delta.ncsa.illinois.edu,141.142.254.8,27.851715564727783,7
138.1775360107422,151.17196838378905,1733386459,,False,8,c40d5_00011,2024-12-05_02-14-19,3.7437989711761475,31.59551453590393,3212505,gpua008.delta.ncsa.illinois.edu,141.142.254.8,31.59551453590393,8
133.14541625976562,142.96889038085936,1733386462,,False,9,c40d5_00011,2024-12-05_02-14-22,3.5015270709991455,35.097041606903076,3212505,gpua008.delta.ncsa.illinois.edu,141.142.254.8,35.097041606903076,9
124.98979949951172,133.8020751953125,1733386466,,True,10,c40d5_00011,2024-12-05_02-14-26,3.7591681480407715,38.85620975494385,3212505,gpua008.delta.ncsa.illinois.edu,141.142.254.8,38.85620975494385,10
