val_loss,train_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
169.24633026123047,189.9156113433838,1734120436,,False,1,adf96_00013,2024-12-13_14-07-16,4.699984073638916,4.699984073638916,647528,gpua046.delta.ncsa.illinois.edu,141.142.254.46,4.699984073638916,1
153.05195236206055,174.69086036682128,1734120439,,False,2,adf96_00013,2024-12-13_14-07-19,2.943264961242676,7.643249034881592,647528,gpua046.delta.ncsa.illinois.edu,141.142.254.46,7.643249034881592,2
131.70714569091797,158.3938878250122,1734120442,,False,3,adf96_00013,2024-12-13_14-07-22,2.9732747077941895,10.616523742675781,647528,gpua046.delta.ncsa.illinois.edu,141.142.254.46,10.616523742675781,3
113.17965316772461,138.30578155517577,1734120445,,False,4,adf96_00013,2024-12-13_14-07-25,3.0016703605651855,13.618194103240967,647528,gpua046.delta.ncsa.illinois.edu,141.142.254.46,13.618194103240967,4
83.08406639099121,115.04842388153077,1734120448,,False,5,adf96_00013,2024-12-13_14-07-28,3.1466095447540283,16.764803647994995,647528,gpua046.delta.ncsa.illinois.edu,141.142.254.46,16.764803647994995,5
80.91872787475586,90.75617478370667,1734120451,,False,6,adf96_00013,2024-12-13_14-07-31,3.050962209701538,19.815765857696533,647528,gpua046.delta.ncsa.illinois.edu,141.142.254.46,19.815765857696533,6
49.96742343902588,70.84630464553832,1734120454,,False,7,adf96_00013,2024-12-13_14-07-34,2.9899938106536865,22.80575966835022,647528,gpua046.delta.ncsa.illinois.edu,141.142.254.46,22.80575966835022,7
35.076748847961426,56.171206407547,1734120457,,False,8,adf96_00013,2024-12-13_14-07-37,3.094900608062744,25.900660276412964,647528,gpua046.delta.ncsa.illinois.edu,141.142.254.46,25.900660276412964,8
20.158669471740723,47.05060600280762,1734120460,,False,9,adf96_00013,2024-12-13_14-07-40,2.9600462913513184,28.860706567764282,647528,gpua046.delta.ncsa.illinois.edu,141.142.254.46,28.860706567764282,9
23.90476655960083,41.12209860801697,1734120463,,True,10,adf96_00013,2024-12-13_14-07-43,3.0885567665100098,31.949263334274292,647528,gpua046.delta.ncsa.illinois.edu,141.142.254.46,31.949263334274292,10
