val_loss,train_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
173.18368530273438,87.68637775421142,1733395617,,False,1,6d94c_00014,2024-12-05_04-46-57,15.908321142196655,15.908321142196655,3975058,gpub019.delta.ncsa.illinois.edu,141.142.254.119,15.908321142196655,1
29.469125747680664,44.323317222595215,1733395632,,False,2,6d94c_00014,2024-12-05_04-47-12,14.175786972045898,30.084108114242554,3975058,gpub019.delta.ncsa.illinois.edu,141.142.254.119,30.084108114242554,2
34.734588623046875,37.3536208152771,1733395645,,False,3,6d94c_00014,2024-12-05_04-47-25,13.307056903839111,43.391165018081665,3975058,gpub019.delta.ncsa.illinois.edu,141.142.254.119,43.391165018081665,3
31.780996322631836,30.86594326019287,1733395660,,False,4,6d94c_00014,2024-12-05_04-47-40,14.752413034439087,58.14357805252075,3975058,gpub019.delta.ncsa.illinois.edu,141.142.254.119,58.14357805252075,4
33.53878402709961,34.961910247802734,1733395674,,False,5,6d94c_00014,2024-12-05_04-47-54,14.23774766921997,72.38132572174072,3975058,gpub019.delta.ncsa.illinois.edu,141.142.254.119,72.38132572174072,5
25.755571365356445,30.386138362884523,1733395691,,False,6,6d94c_00014,2024-12-05_04-48-11,16.756020307540894,89.13734602928162,3975058,gpub019.delta.ncsa.illinois.edu,141.142.254.119,89.13734602928162,6
24.33960723876953,30.525150051116942,1733395705,,False,7,6d94c_00014,2024-12-05_04-48-25,14.531927585601807,103.66927361488342,3975058,gpub019.delta.ncsa.illinois.edu,141.142.254.119,103.66927361488342,7
29.58827018737793,25.512721138000487,1733395718,,False,8,6d94c_00014,2024-12-05_04-48-38,13.217756032943726,116.88702964782715,3975058,gpub019.delta.ncsa.illinois.edu,141.142.254.119,116.88702964782715,8
33.381370544433594,27.255039939880373,1733395733,,False,9,6d94c_00014,2024-12-05_04-48-53,14.826178312301636,131.71320796012878,3975058,gpub019.delta.ncsa.illinois.edu,141.142.254.119,131.71320796012878,9
25.535634994506836,23.06405755996704,1733395754,,True,10,6d94c_00014,2024-12-05_04-49-14,21.061638355255127,152.7748463153839,3975058,gpub019.delta.ncsa.illinois.edu,141.142.254.119,152.7748463153839,10
